1 289.020761 
2 180.712688 
2 110.328463 
2 192.872710 
1 220.421496 
2 245.401929 
1 283.968333 
2 129.115686 
1 296.986731 
2 175.279631 
2 179.123764 
1 265.685212 
2 205.729524 
1 291.532086 
2 148.846456 
2 193.771668 
1 235.772022 
1 227.719156 
1 261.303803 
1 288.281609 
2 159.473864 
2 188.666215 
1 291.382062 
2 96.824605 
1 292.354503 
2 174.032076 
2 204.443168 
2 183.476713 
1 209.239899 
1 251.010043 
1 221.836021 
1 247.981477 
1 273.446867 
1 210.419837 
2 152.925151 
1 215.670124 
2 132.626480 
2 169.035811 
1 251.041164 
1 259.068212 
2 122.708936 
2 171.007555 
2 130.939958 
1 264.199211 
1 264.451020 
2 90.686792 
1 240.056576 
2 137.171900 
1 295.993280 
1 262.830040 
2 151.162036 
2 112.003736 
2 248.412867 
2 243.781510 
1 208.204216 
1 267.266177 
1 193.040655 
2 132.965315 
1 248.573584 
1 210.300430 
2 225.656439 
2 103.030728 
1 199.092204 
2 96.232676 
2 172.151015 
1 266.755955 
1 246.316280 
1 163.263579 
2 243.874005 
1 243.893601 
1 228.895597 
1 285.412665 
2 180.400561 
2 92.234192 
2 175.668270 
2 172.959937 
2 209.003432 
1 269.550612 
2 143.281775 
2 144.731511 
2 69.727018 
1 117.371792 
2 116.034524 
2 93.985652 
1 257.128891 
1 237.744999 
2 127.384209 
2 105.164901 
2 140.054008 
1 262.757891 
1 235.787710 
2 192.450147 
2 59.718886 
1 285.203342 
1 248.324737 
2 167.486090 
1 242.902204 
1 269.867343 
1 263.964645 
1 271.111731 
2 75.117544 
2 197.926870 
2 122.120494 
2 191.114157 
1 198.150674 
1 176.540063 
2 126.416851 
2 169.458364 
2 222.391836 
1 274.068437 
2 217.542770 
1 233.391878 
1 313.165840 
2 148.729352 
2 113.044001 
1 267.443118 
2 136.624853 
1 309.194979 
2 116.470576 
2 157.163950 
1 246.212959 
1 179.004798 
2 107.199286 
1 248.433080 
2 125.380913 
1 278.104216 
1 268.678759 
1 297.096823 
2 151.319443 
2 162.571660 
1 210.649068 
2 174.243185 
1 244.008435 
1 219.333541 
1 295.445103 
2 187.651432 
2 142.426760 
2 86.242008 
1 207.264902 
1 197.353711 
2 133.700063 
2 184.651416 
1 236.815741 
1 270.379031 
1 284.069425 
2 107.269556 
2 182.027172 
2 114.462287 
1 215.151618 
2 78.110253 
2 108.565534 
1 246.226588 
1 215.225039 
1 296.194049 
2 97.742076 
2 161.876420 
1 292.398672 
2 109.571806 
1 215.940052 
2 121.533721 
2 113.719976 
1 262.826185 
1 250.199946 
1 274.289488 
1 270.697300 
2 119.609275 
2 153.702821 
1 264.792452 
2 114.677176 
1 301.978139 
2 57.423298 
1 185.804912 
1 281.988691 
1 309.911680 
2 156.910726 
1 255.563648 
1 246.662178 
2 170.562999 
2 186.781556 
2 175.006330 
1 214.468421 
2 77.149119 
1 277.072591 
2 88.582846 
2 151.963300 
2 164.450166 
2 245.517427 
1 243.083997 
2 162.973262 
1 254.793679 
2 183.725168 
2 157.389378 
2 79.458865 
2 98.409340 
2 133.936705 
2 128.427515 
1 218.142613 
1 247.265276 
2 128.260262 
1 307.664932 
2 153.810407 
2 153.158267 
1 281.140388 
2 166.699162 
2 103.969092 
1 219.194777 
1 268.945685 
2 173.920410 
2 158.703813 
1 181.745460 
2 108.645914 
1 261.252231 
1 281.664957 
1 298.703804 
1 232.613552 
2 139.361824 
2 179.825547 
2 115.446666 
1 223.287660 
2 203.544478 
1 322.591441 
1 280.516780 
2 177.139763 
1 147.567339 
1 211.342060 
1 249.768715 
1 319.116593 
2 180.948674 
2 141.457405 
1 327.786744 
1 250.184654 
1 235.451485 
2 186.539277 
1 202.514016 
2 118.848060 
1 282.326203 
2 225.488936 
1 149.925900 
2 147.338191 
2 161.264751 
2 224.735917 
2 156.632543 
1 229.432708 
2 152.810693 
2 115.681106 
2 185.394503 
2 143.019796 
1 221.646877 
1 269.481872 
2 155.914275 
2 159.898582 
2 160.338618 
1 308.236910 
1 190.281160 
1 246.580951 
1 204.058946 
2 146.774681 
1 213.281932 
2 147.989527 
1 294.707046 
1 223.878456 
2 122.498574 
1 218.697270 
2 194.156392 
1 304.793771 
2 211.002506 
1 221.630410 
1 275.752318 
2 141.458290 
1 286.914201 
2 159.352698 
2 170.543413 
1 201.834279 
1 233.078166 

